COD. OAE;DESCRITIVO;TIPO DE OAE;DISTRITO;RODOVIA;COD. TRECHO;DESCRITIVO;km;LATITUTE;LONGITUDE
250;Passarela Subterrânea na DF-002 SQS 03 e 04;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);9071;-15.808.028.827.250;-47.891.036.301.000
251;Viaduto na DF-002 SQS 01 e 02;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);8436;-15.803.370.878.250;-47.887.160.290.250
252;Passarela Subterrânea na DF-002 SQS 01 e 02;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);8379;-15.802.930.899.750;-47.886.854.944.750
253;Viaduto de ligação Se/Ne na DF-002;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);8123;-15.801.305.865.616;-47.885.851.599.060
254;Viaduto na DF-002 SCS;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);7906;-15.799.007.186.000;-47.884.679.780.500
255;Viaduto na DF-002 Sul em frente ao BRB;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);7688;-15.797.109.718.500;-47.883.863.406.250
256;Viaduto na DF-002 CONIC;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);7565;-15.796.023.712.250;-47.883.477.347.500
257;Viaduto na DF-002 Buraco do TATU;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0030;RODOVIÁRIA DE BRASÍLIA - ENTR. DF-047 (TREVO DE TRIAGEM SUL);7423;-15.794.744.844.500;-47.883.044.453.250
258;Viaduto na DF-002 Rodoviária;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;3656;-15.793.188.402.250;-47.882.524.432.000
259;Viaduto na DF-002 Conjunto Nacional;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;128;-15.791.663.123.500;-47.882.014.916.000
260;Viaduto na DF-002 Norte acesso Ministérios Norte;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;256;-15.790.566.886.000;-47.881.671.964.250
261;Viaduto sobre a DF-002 Norte acesso ao eixinho;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;412;-15.789.229.842.250;-47.881.309.317.000
262;Viaduto de acesso SHN sobre a DF-002;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;554;-15.787.988.445.250;-47.881.038.206.500
263;Passarela Subterrânea na DF-002 SQN 01 e 02;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;988;-15.784.152.843.750;-47.880.555.478.250
264;Viaduto na DF-002 SQN 01 e 02;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;1047;-15.783.625.296.750;-47.880.533.834.750
265;Passarela Subterrânea na DF-002 SQN 03 e 04;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;1718;-15.777.658.126.500;-47.880.827.311.500
266;Viaduto na DF-002 SQN 03 e 04;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;1776;-15.777.135.662.000;-47.880.876.609.000
267;Passarela Subterrânea na DF-002 SQN 05 e 06;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;2447;-15.771.207.834.500;-47.881.666.444.000
268;Viaduto na DF-002 SQN 05 e 06;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;2507;-15.770.689.375.250;-47.881.770.421.500
269;Passarela Subterrânea na DF-002 SQN 07 e 08;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;3177;-15.764.884.862.500;-47.883.235.845.750
270;Viaduto na DF-002 SQN 07 e 08;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;3236;-15.764.381.647.500;-47.883.398.560.750
271;Passarela Subterrânea na DF-002 SQN 09 e 10;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;3907;-15.758.668.681.500;-47.885.231.963.250
272;Viaduto na DF-002 SQN 09 e 10;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;3966;-15.758.165.371.500;-47.885.395.050.750
273;Passarela Subterrânea na DF-002 SQN 11 e 12;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;4637;-15.752.457.359.500;-47.887.221.044.000
274;Viaduto na DF-002 SQN 11 e 12;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;4696;-15.751.953.539.750;-47.887.386.317.500
275;Passarela Subterrânea na DF-002 SQN 13 e 14;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;5366;-15.746.241.170.250;-47.889.216.320.500
276;Viaduto na DF-002 SQN 13 e 14;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;5424;-15.745.737.277.000;-47.889.378.529.500
277;Passarela Subterrânea na DF-002 SQN 15 e 16;PASSAGEM SUBTERRÂNEA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;6096;-15.740.024.261.000;-47.891.211.975.000
278;Viaduto na DF-002 SQN 15 e 16;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;6155;-15.739.521.066.250;-47.891.373.657.750
279;Passarela na DF-095;PASSARELA;SEGUNDO DISTRITO RODOVIÁRIO;DF095 ;095EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-097 (EPAC);500;-15.787.198.776.835;-47.947.272.415.090
280;Viaduto 1 na DF003  acesso ao Setor Militar;VIAD. SOBRE ROD./RUA;SEGUNDO DISTRITO RODOVIÁRIO;DF003 ;003EDF0050;ENTR. DF-009 (EPPN) - ACESSO A ASA NORTE;7200;-15.724.629.925.578;-47.908.155.025.961
281;Passarela sobre a DF 003  Estação Catetinho;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0230;ENTR. DF-055 (EPVB) - ENTR. DF-065 (EPIP);32537;-15.947.078.989.477;-47.992.747.534.282
282;Passarela na DF 003  EPIA Estação Granja do Ipê;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0230;ENTR. DF-055 (EPVB) - ENTR. DF-065 (EPIP);29996;-15.927.580.950.526;-47.979.380.726.795
283;Passarela na DF 033 EPIA Estação SMPW Quadra 26;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0230;ENTR. DF-055 (EPVB) - ENTR. DF-065 (EPIP);28529;-15.912.950.530.494;-47.969.499.567.557
284;Passarela na DF-003 EPIA Estação Vargem Bonita;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0230;ENTR. DF-055 (EPVB) - ENTR. DF-065 (EPIP);26109;-15.902.174.945.575;-47.963.908.588.892
285;Passarela na DF-003 EPIA Estação ParkWay;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0210;ENTR. DF-025 (EPDB) - ENTR. DF-055 (EPVB);24562;-15.875.509.625.230;-47.959.621.094.101
287;Passarela na DF-003 EPIA antiga Estação SMPW  Quad;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF003 ;003EDF0230;ENTR. DF-055 (EPVB) - ENTR. DF-065 (EPIP);29926;-15.925.739.657.148;-47.978.160.316.252
291;Passarela na DF-085 (EPTG) Lucio Costa;PASSAGEM SUBTERRÂNEA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);4550;-15.810.580.857.727;-47.994.110.562.836
292;Passarela na DF-001 proxima a BR-060;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;BR251 ;251BDF0572;ENTR. DF-065/DF-480 - ENTR. DF-475;66545;-15.946.577.812.300;-48.037.768.196.910
293;Passarela na BR-040 (EPIA) Estação Santos Dumont;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;BR040 ;040BDF0010;ENTR. BR-050 (A)/251/DF-001(EPCT)/DF-003(EPIA) BRASÍLIA - ACESSO A SANTA MARIA;1900;-15.995.755.078.726;-47.986.150.017.971
294;Passarela na DF-001 proximo ao 3º DR;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;BR251 ;251BDF0610;ENTR. BR-060 (ACESSO I A SAMAMBAIA) - ACESSO II A SAMAMBAIA;75900;-15.878.258.421.725;-48.052.871.633.019
295;Passarela na DF-085 (EPTG) proximo ao pistão Sul;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);11186;-15.831.832.921.879;-48.050.198.480.440
296;Passarela na DF-085 (EPTG) - Plaza Shopping;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);10777;-15.831.308.265.766;-48.046.218.527.646
297;Passarela na DF-085 (EPTG) - Postos de Combustivel;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);9356;-15.828.299.703.220;-48.032.549.826.138
298;Passarela na DF-085 (EPTG) - Residencia Oficial Governador;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);8874;-15.825.682.249.826;-48.028.180.826.097
299;Passarela na DF-085 (EPTG) Próximo ao córrego Samambaia (Bufalo Bill);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);8335;-15.822.755.263.561;-48.023.295.160.076
300;Passarela na DF-085 (EPTG);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);6809;-15.816.121.848.119;-48.009.240.513.033
301;Passarela na DF-085 (EPTG);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);6475;-15.815.032.542.804;-48.006.177.181.801
302;Passarela na DF-085 (EPTG) - Próxima a DF087;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);5410;-15.811.495.152.284;-47.996.590.007.241
303;Passarela na DF-085 (EPTG) -Flórida Mall;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);4980;-15.810.991.980.480;-47.992.756.738.320
304;Passarela na DF-085 (EPTG) Lúcio Costa / Guará;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);4050;-15.812.136.601.998;-47.984.417.031.300
305;Passarela na DF-085 (EPTG) Aceso ao Guará;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);3108;-15.810.229.340.027;-47.976.078.044.895
306;Passarela na DF085 (EPTG) saida do SIA;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);1900;-15.807.499.706.333;-47.965.440.302.463
307;Passarela na DF-051 (EPGU) Zoologico;PASSARELA;SEGUNDO DISTRITO RODOVIÁRIO;DF051 ;051EDF0010;ENTR. DF-047 (EPAR) - ENTR. DF-003 (EPIA);1300;-15.844.056.579.682;-47.941.860.043.079
308;Passarela na DF- 065   (CAUBI);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF065 ;065EDF0010;ENTR. DF-003 (EPIA) - ENTR. BR-251/DF-001 (EPCT)/DF-480;2000;-15.945.882.149.544;-47.998.096.148.274
309;Passarela 01 na DF-480 -Estação 01 do BRT no Balão do Periquito;PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF480 ;480EDF0030;ENTR. VC-361 - ENTR. BR-251/DF-001(EPCT)/DF-065(EPIP);4500;-15.970.766.178.764;-48.026.810.290.190
310;Passarela na DF-075 ( EPNB);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF075 ;075EDF0030;ACESSO AO NÚCLEO BANDEIRANTE - ENTR. DF-079 (EPVP);3000;-15.875.693.448.584;-47.984.252.460.645
311;Passarela na DF-011 (EPIG) Octogonal;PASSARELA;SEGUNDO DISTRITO RODOVIÁRIO;DF011 ;011EDF0010;ENTR. DF-003 (EPIA)/DF-085 (EPTG) - ACESSO AO SETOR POLICIAL SUL;689;-15.810.848.398.840;-47.943.432.476.487
312;Ponte sobre o Ribeirão Cariru;PONTE;QUARTO DISTRITO RODOVIÁRIO;VC407 ;407EVC0010;ENTR. DF-260 - ENTR. DF-270;7800;-15.902.801.593.431;-47.472.978.840.488
315;Ponte 1 DF 459 (Ribeirão Taguatinga);PONTE;TERCEIRO DISTRITO RODOVIÁRIO;DF459 ;459EDF0010;ACESSO A CEILÂNDIA (VIA DE LIGAÇÃO CENTRO NORTE) - ACESSO A SAMAMBAIA(2ª AVENIDA NORTE);1400;-15.852.680.505.561;-48.097.957.671.833
347;Passarela na DF-011 (Próxima a DF-003 e ao Cruzeiro);PASSARELA;SEGUNDO DISTRITO RODOVIÁRIO;DF011 ;011EDF0010;ENTR. DF-003 (EPIA)/DF-085 (EPTG) - ACESSO AO SETOR POLICIAL SUL;260;-15.810.590.641.466;-47.943.359.520.096
348;Ponte sobre o Córrego Samambaia;PONTE;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0050;ENTR. DF-079 (EPVP) - ENTR. BR-251/DF-001 (EPCT);8655;-15.820.421.463.202;-48.020.355.269.115
349;Ponte 3 sobre o Córrego Vicente Pires DF-085;PONTE;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);6720;-15.814.036.254.934;-48.004.983.978.543
350;PONTE SOBRE RIBEIRÃO BURITI VERMELHO;PONTE;PRIMEIRO DISTRITO RODOVIÁRIO;DF100 ;100EDF0010;ENTR. BR-020/BR-030 - ENTR. DF-230;0;-15.583.263.580.583;-47.352.697.215.554
634;Viaduto sobre a DF-085. Entrocamento DF-085 / DF-087;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);5831;-15.812.865.286.595;-48.000.281.616.221
635;Viaduto 2 sob a DF085-DF087;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);5768;-15.812.656.231.452;-47.999.718.350.389
636;Viaduto 3 sob a DF-085;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);5829;-15.812.858.494.883;-48.000.263.317.035
637;RE 130-16E Trevo de Triagem Norte OAE9L;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF004 ;004EDF0010;ENTR. DF-002 (ERN) PONTE DO BRAGHETTO - ENTR. VIA L2;467;-15.732.302.989.627;-47.889.863.405.580
638;Trevo de Triagem Norte-OAE 09c;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;259;-15.733.461.662.234;-47.893.321.553.644
639;RE: 146-16E Trevo de Triagem Norte OAE9W;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;259;-15.733.461.662.234;-47.893.321.553.644
640;RE: 098-17E Trevo de Triagem Norte OAE9C;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;236;-15.733.267.272.963;-47.893.383.849.005
641;RE- 005/2017 Trevo de Triagem Norte-OAE10;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;236;-15.733.267.272.963;-47.893.383.849.005
642;Passarela na DF-085 (Próxima a EPIA);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);1031;-15.808.683.598.278;-47.957.655.035.085
643;Ponte 2 DF 459 (Ribeirão Taguatinga);PONTE;TERCEIRO DISTRITO RODOVIÁRIO;DF459 ;459EDF0010;ACESSO A CEILÂNDIA (VIA DE LIGAÇÃO CENTRO NORTE) - ACESSO A SAMAMBAIA(2ª AVENIDA NORTE);1515;-15.855.015.386.677;-48.097.445.430.092
